rendimiento,volatilidad,comisiones,comparacion_benchmark,frecuencia_transacciones,tiempo_permanencia,edad,patrimonio,ubicacion,churn
0.043593153190355574,0.4759478438045043,0.019668987531485663,0.09581593997950351,1,4.710279495315855,59,7931.799438112914,La Paz,1
-0.019985368096510137,0.41213885286703894,0.007697004560948968,-0.006914229831816387,2,7.464393104367827,74,8955.60427689501,Oruro,1
0.1372357964446729,0.2734640934196624,0.005225417294300886,-0.05248398574955533,5,0.3621421237498628,37,40526.26768101393,La Paz,1
0.021424075946189353,0.3697891265456848,0.007666252803728978,0.028837994378732364,0,2.4806076114562052,64,9961.789581546214,Cochabamba,0
0.0816217988274523,0.01200100824393962,0.006045720815701548,0.011424301233064189,1,2.2057864323134306,68,65146.315329804514,Oruro,0
0.032090345176430696,0.4497634784385397,0.024882598357222254,0.05536431291495783,1,0.4899230726432255,58,30864.84855190254,La Paz,1
0.06958309707267088,0.41563843521106525,0.006415293352854824,0.005032017560099206,2,1.172898167934018,20,12879.913024755233,Cochabamba,1
0.06079135237112801,0.3067522386843818,0.029536928700014498,-0.011962010660448146,1,1.9724087041307028,46,67201.01806641942,Oruro,1
0.07404563173774693,0.3007704128232878,0.02305083686074119,0.028229892843352505,1,0.08825740505876938,21,17026.363481882323,Santa Cruz,1
0.05242227933681266,0.13800581277214488,0.013911006329460403,-0.045708912710659494,2,0.8643367067846041,27,58517.57770483589,Oruro,1
0.12519057663924252,0.33656344765070934,0.009950322076155763,-0.03636323037102604,1,0.5466550861702684,54,12184.680485866858,Oruro,1
0.01735856517478082,0.3758336982663806,0.017468028435974732,0.02383057300232644,0,1.0959779748367808,29,20440.41266538136,Cochabamba,1
0.07307960918443264,0.42596140838706303,0.006896659936097408,-0.047654078522805836,2,1.673724951534174,61,99458.36734648631,Oruro,1
0.02849408304825064,0.3342855393803726,0.012829384358096836,0.03466290245001005,3,3.8661503555741725,51,12179.888071584406,La Paz,1
0.004641727159150975,0.07898904415664347,0.023485087489255083,-0.006505418764271165,1,1.0827526767241404,49,27339.577576933312,La Paz,1
0.04686499171019947,0.14130502122456212,0.022692568362852293,0.0009726270126859297,2,2.143812909627369,21,22880.58465323525,Cochabamba,1
0.03872765731980363,0.38894016632080963,0.017133211037372906,0.028793128646708056,4,1.5208502826911732,29,32961.45547667442,La Paz,1
-0.030742301821188006,0.47050429562902363,0.008546903368771126,-0.03213999198089854,2,3.1152599830582215,65,31245.596421668164,Oruro,1
-0.012719421162020211,0.10098144045736271,0.008860582060039757,0.0012474384013507504,2,2.341504884390382,54,7079.514478935495,Oruro,1
-0.02861092192861582,0.26498850431709936,0.02270667556345529,0.0029194115526326022,3,1.4460672879910486,73,11338.218431060652,Oruro,1
-0.010764682235131537,0.37607406297215473,0.009050292145542777,0.052447894706670134,4,1.3621850238937754,45,32886.667980032005,La Paz,1
0.0134037722012883,0.4007386499597999,0.018684775922787722,-0.07928392768691334,0,0.8383887639833877,55,11970.367337713013,Santa Cruz,1
-0.040329377957547485,0.25038996010449144,0.020910139332152463,-0.0128588270824656,2,2.89935224084009,69,9855.594798344708,La Paz,1
0.09601952497878943,0.030466777606386705,0.0069676516304677145,0.07175990016461002,1,0.3777706170614987,72,10127.795574749221,Santa Cruz,0
0.05363168377441829,0.2127763675651343,0.015429613129846663,0.0020644034972628496,3,1.5017149982188147,74,60205.1596672135,Oruro,0
0.04460356540266383,0.3266923542102494,0.021982511619629906,-0.03641345444735666,1,1.9679239837590257,20,56056.03678315397,La Paz,1
0.024001921662313064,0.480206595239648,0.020512489465570334,-0.006636018165369639,0,1.0337320758658384,55,39934.731777798115,Oruro,1
0.100859083766424,0.33988276399285544,0.0053695088134854034,-0.044562293914513204,2,1.6560268860918088,59,16553.261936947914,La Paz,0
0.02724562802248734,0.14311523877006366,0.011934875098398523,-0.05649419856705551,1,0.42078236944649994,39,5474.58284457991,Santa Cruz,1
0.0369772179991448,0.2614344197750751,0.016227859081766872,-0.053239109361535336,1,0.7665834719735612,49,31996.112444672188,Santa Cruz,1
0.09202872643304849,0.0844021296920544,0.01718808418623043,-0.014280561456850985,5,3.6723086653722903,48,38110.523351966665,Santa Cruz,0
0.11306439498683869,0.14763285933045273,0.025305365915621197,0.010926197173441102,0,1.1786079990986713,68,23800.37444282378,La Paz,1
0.018728188225134744,0.2381037030080168,0.009854228793996653,-0.024044289823429692,1,0.7002193532242493,69,61764.051494378924,Oruro,1
-0.02449482473712293,0.276557406862178,0.009880796637434047,-0.019255614363242315,2,0.8694540861108588,74,40205.656069419936,Cochabamba,1
-0.018247891204210304,0.2591869921127157,0.0053279639458392045,0.0031093922286538882,0,0.237019321727395,40,51386.938880558875,Santa Cruz,1
0.01837720309294865,0.37667374860939007,0.024593773046135168,-0.014422643162162019,2,6.6963887734116785,74,19518.550611881354,Santa Cruz,1
-0.06177318715150018,0.3935410335303747,0.015208961778963689,-0.020386999140775516,2,4.829395248850336,56,8957.180447778603,Oruro,1
0.07234590522863522,0.07405237095202306,0.01362841281632501,-0.0022432097301104416,0,4.574172957566737,33,18487.342454934318,Oruro,0
0.08984931622726453,0.4284738511347751,0.029455727355433756,-0.03972330973964745,3,0.7233978371554272,29,16200.972717580253,Cochabamba,1
0.027359507901137933,0.14725527861467239,0.014964545499456344,0.06137067298216029,0,0.4955806371641103,39,18237.687995289925,Cochabamba,0
0.08217900347258017,0.020030825605694268,0.006785625009970115,0.003103877375002515,1,0.35328928464500275,27,10883.775295687534,Cochabamba,1
0.03706222121351649,0.3615421138303684,0.008854551557357601,0.013230512527382672,3,5.676755056342334,37,41938.85912706721,Oruro,0
0.14248945044840255,0.13992307962306305,0.025185910322198735,0.0006354774116538161,1,1.210846780424976,39,14280.413586913253,Santa Cruz,0
0.028299096274337243,0.031036812551869984,0.026735766459807624,-0.04781135281398047,1,0.09343449164068146,36,67654.51500665813,Santa Cruz,1
0.14289547373340677,0.07842702583865657,0.013570875974727545,0.03279062715081201,1,2.8336869307912034,42,33478.503771927324,Cochabamba,0
-0.07299328053852934,0.03802696036030782,0.02994689373183863,0.0653892727249708,2,0.039213181498955064,67,11361.755453844704,La Paz,1
0.10114837788875157,0.3142668380876437,0.026986169880808087,0.0008655680109750786,1,0.6769487143621256,27,4365.719261196819,Santa Cruz,1
-0.04086308891765188,0.3755282377079816,0.019876364327589963,0.11092952307571496,2,1.2980915030341682,32,9561.470504734256,Santa Cruz,1
0.041685704443252224,0.2465343941785423,0.02797856324039288,-0.05210977972229855,4,0.070536812266002,20,7798.604086694288,Cochabamba,1
0.08180088842066432,0.37830327107508294,0.012976729301492889,-0.07969187305616478,1,1.4089658725752496,49,31262.88444492765,Cochabamba,1
0.04893924484260415,0.3506192858260395,0.007388580219142685,-0.02803302458509583,4,3.044153395596511,47,11706.833397045455,Santa Cruz,1
0.03957866139110811,0.12113602782925485,0.026938477680874956,-0.014621805374820702,3,2.7356238448650427,26,34611.02487116079,La Paz,1
0.01154341151512061,0.21378312887884937,0.022345749931194307,-0.036194664869981796,8,3.348321389830019,47,26295.10707536108,Cochabamba,1
0.026185378351449514,0.3886678249812057,0.028569385303050032,-0.03056299776771995,2,1.1139487644700496,33,115274.52778473974,La Paz,1
0.02568718147007477,0.032672776192205155,0.010628896168934516,-0.11348491824359626,2,2.2739137968434284,58,17010.31606403348,Oruro,0
0.03682800404591276,0.3915527550759813,0.005946191825806275,0.038248579894580206,0,5.09889094880552,51,15464.184768735966,Cochabamba,0
-0.039205456366075184,0.17259131223960916,0.009455152509425586,0.09680177021970399,3,0.5027205121001637,22,24716.26974875182,Santa Cruz,1
0.039212509681545375,0.25574214160012815,0.01441995951872026,-0.0005410937699476192,0,5.441938196489929,24,8730.187886859045,Cochabamba,0
0.0988182107733043,0.1848308628982801,0.029984525161698992,-0.03352538433795941,0,5.012108380677665,63,41874.42353758149,Santa Cruz,1
-0.0047360355601193255,0.26358986573848436,0.023304844509115193,-0.024375102319997666,3,3.0039483142865535,32,3564.511752009323,Santa Cruz,1
-0.012047311440552065,0.1896462135492522,0.01671908421203764,0.0761918763564907,1,0.7414681104848243,43,9849.493579457372,Oruro,1
0.08930384183021792,0.14120645979960722,0.02544916929415943,-0.009359528578415799,1,0.7405715795073647,56,18362.959544067235,Cochabamba,1
0.017581147787192934,0.08959318100258076,0.0253940383222646,-0.0037020664856115128,1,1.2855326917482672,54,16198.629977025033,Oruro,1
0.03315396539340598,0.2660140317340098,0.01743142257748756,0.016954876636018912,0,8.517621397112462,54,19816.59515040025,Oruro,0
0.054219726712185556,0.1754351662362999,0.023542020770041246,0.07309081305268283,1,0.17608527679484395,47,30395.736863863698,La Paz,1
0.026879182253357628,0.022591212853434618,0.008045121590111021,-0.008138232002679366,1,2.362689068585298,23,25687.239464291197,Cochabamba,0
0.05724096144496097,0.4955082653669518,0.0065132941806767914,-0.014970981470160578,3,1.8262876960711112,34,21390.218439307988,Santa Cruz,0
0.024944584412796973,0.10568433499373298,0.013245921538750531,-0.05629426181765488,0,3.182208055144027,71,12555.00088535187,Oruro,0
